edge_uid,activity_type,hour,total_trip_count,forward_trip_count,reverse_trip_count,forward_people_count,reverse_people_count,forward_commute_trip_count,reverse_commute_trip_count,forward_leisure_trip_count,reverse_leisure_trip_count,forward_male_people_count,reverse_male_people_count,forward_female_people_count,reverse_female_people_count,forward_unspecified_people_count,reverse_unspecified_people_count,forward_18_34_people_count,reverse_18_34_people_count,forward_35_54_people_count,reverse_35_54_people_count,forward_55_64_people_count,reverse_55_64_people_count,forward_65_plus_people_count,reverse_65_plus_people_count,forward_average_speed_meters_per_second,reverse_average_speed_meters_per_second,osm_reference_id,ride_count,ebike_ride_count
411323673,"Ride,EBikeRide",2022-05-04T13,5,5,5,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.0,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-07-22T06,5,5,5,5,5,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,6.55,0.0,485519836,10,0
411323673,"Ride,EBikeRide",2022-06-30T07,5,5,5,5,5,0,0,0,0,5,5,0,0,0,0,5,0,0,5,0,0,0,0,0.0,8.64,485519836,10,0
411323673,"Ride,EBikeRide",2022-04-16T16,5,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-06-07T10,10,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5.58,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-10-21T17,15,10,5,10,5,0,5,10,5,5,0,5,5,0,0,5,5,0,0,0,0,0,0,5.23,6.94,485519836,15,0
411323673,"Ride,EBikeRide",2022-06-30T18,20,10,10,10,10,0,5,5,5,5,10,5,0,0,0,5,5,0,5,0,0,0,0,6.61,7.87,485519836,15,0
411323673,"Ride,EBikeRide",2022-07-28T20,5,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0.0,7.21,485519836,5,0
411323673,"Ride,EBikeRide",2022-09-26T09,5,5,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,485519836,10,0
411323673,"Ride,EBikeRide",2022-08-05T11,10,5,5,5,5,0,0,5,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5.68,6.13,485519836,10,0
411323673,"Ride,EBikeRide",2022-07-12T12,10,5,0,5,0,0,0,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,6.06,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-10-01T11,5,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-05-30T13,10,5,5,5,5,0,0,5,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,5.38,5.45,485519836,10,0
411323673,"Ride,EBikeRide",2022-10-20T07,5,0,5,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-05-15T18,10,5,5,5,5,0,0,0,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0.0,5.87,485519836,10,0
411323673,"Ride,EBikeRide",2022-07-09T21,5,0,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-12-01T08,5,0,5,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0.0,6.5,485519836,5,0
411323673,"Ride,EBikeRide",2022-10-03T18,10,5,5,5,5,5,0,0,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5.0,7.08,485519836,10,0
411323673,"Ride,EBikeRide",2022-06-20T13,10,10,0,10,0,0,0,5,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,6.25,0.0,485519836,10,0
411323673,"Ride,EBikeRide",2022-08-26T06,5,5,5,5,5,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,7.34,0.0,485519836,10,0
411323673,"Ride,EBikeRide",2022-04-24T11,10,5,5,5,5,0,0,5,5,5,5,5,0,0,0,0,0,5,0,0,0,0,0,4.95,7.32,485519836,10,0
411323673,"Ride,EBikeRide",2022-08-16T10,5,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-09-15T11,15,10,0,5,0,0,0,10,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,6.1,0.0,485519836,15,0
411323673,"Ride,EBikeRide",2022-07-16T15,20,10,15,10,15,0,0,10,10,5,10,0,5,0,0,5,5,5,5,0,0,0,0,6.29,6.54,485519836,25,0
411323673,"Ride,EBikeRide",2022-07-13T11,10,5,5,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-09-30T12,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,0.0,485519836,10,0
411323673,"Ride,EBikeRide",2022-04-09T10,10,10,0,10,0,0,0,10,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,6.05,0.0,485519836,10,0
411323673,"Ride,EBikeRide",2022-04-05T14,5,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-05-19T18,5,5,0,5,0,0,0,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,6.37,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-03-21T19,10,5,5,5,5,0,0,5,5,5,5,0,0,0,0,5,5,0,0,0,0,0,0,5.49,6.32,485519836,10,0
411323673,"Ride,EBikeRide",2022-06-15T14,5,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5.57,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-05-02T08,5,0,5,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.1,485519836,5,0
411323673,"Ride,EBikeRide",2022-07-24T09,5,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.05,485519836,5,0
411323673,"Ride,EBikeRide",2022-01-27T07,5,0,5,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-06-22T20,10,10,0,10,0,5,0,5,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,5.68,0.0,485519836,10,0
411323673,"Ride,EBikeRide",2022-07-28T06,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-09-10T13,10,5,5,5,5,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3.52,3.1,485519836,10,0
411323673,"Ride,EBikeRide",2022-05-22T12,20,15,5,15,5,0,5,15,0,10,5,5,0,0,0,5,5,5,0,0,0,0,0,5.47,6.74,485519836,20,0
